iter	Passed	Remaining
1507	63721	105301
1508	63763	105258
1509	63807	105219
1510	63851	105179
1511	63894	105137
1512	63935	105094
1513	63980	105057
1514	64022	105014
1515	64079	104995
1516	64124	104958
1517	64168	104917
1518	64211	104876
1519	64256	104838
1520	64299	104798
1521	64340	104753
1522	64383	104713
1523	64426	104671
1524	64467	104627
1525	64507	104581
1526	64548	104537
1527	64592	104497
1528	64638	104461
1529	64681	104420
1530	64745	104413
1531	64789	104373
1532	64830	104329
1533	64871	104285
1534	64913	104242
1535	64955	104199
1536	64997	104156
1537	65041	104116
1538	65083	104074
1539	65125	104031
1540	65167	103989
1541	65224	103969
1542	65266	103927
1543	65309	103885
1544	65350	103841
1545	65391	103797
1546	65437	103760
1547	65478	103716
1548	65520	103673
1549	65564	103634
1550	65603	103587
1551	65643	103541
1552	65684	103496
1553	65724	103449
1554	65762	103401
1555	65805	103360
1556	65847	103317
1557	65891	103278
1558	65945	103254
1559	65985	103208
1560	66027	103165
1561	66071	103125
1562	66113	103082
1563	66154	103038
1564	66192	102990
1565	66236	102950
1566	66280	102910
1567	66324	102870
1568	66363	102823
1569	66401	102774
1570	66441	102728
1571	66494	102701
1572	66538	102662
1573	66582	102623
1574	66627	102585
1575	66669	102542
1576	66710	102497
1577	66751	102453
1578	66794	102411
1579	66834	102366
1580	66881	102331
1581	66924	102290
1582	66970	102253
1583	67013	102212
1584	67053	102166
1585	67094	102122
1586	67133	102075
1587	67176	102033
1588	67219	101991
1589	67261	101949
1590	67306	101911
1591	67349	101869
1592	67393	101830
1593	67434	101786
1594	67478	101746
1595	67523	101707
1596	67566	101666
1597	67606	101621
1598	67667	101607
1599	67710	101565
1600	67752	101522
1601	67797	101484
1602	67839	101442
1603	67885	101404
1604	67928	101364
1605	67972	101323
1606	68024	101295
1607	68064	101250
1608	68107	101208
1609	68148	101163
1610	68190	101121
1611	68234	101082
1612	68279	101043
1613	68329	101011
1614	68375	100975
1615	68420	100937
1616	68475	100913
1617	68521	100877
1618	68566	100837
1619	68609	100797
1620	68655	100759
1621	68701	100722
1622	68746	100684
1623	68797	100653
1624	68847	100623
1625	68889	100580
1626	68934	100541
1627	68982	100507
1628	69030	100473
1629	69078	100439
1630	69121	100398
1631	69163	100354
1632	69207	100314
1633	69251	100274
1634	69294	100233
1635	69337	100191
1636	69381	100152
1637	69425	100111
1638	69472	100075
1639	69517	100037
1640	69561	99997
1641	69607	99959
1642	69651	99919
1643	69694	99878
1644	69739	99839
1645	69782	99797
1646	69824	99755
1647	69866	99712
1648	69908	99669
1649	69950	99625
1650	69990	99581
1651	70034	99540
1652	70076	99497
1653	70120	99457
1654	70164	99417
1655	70208	99376
1656	70254	99340
1657	70298	99299
1658	70340	99256
1659	70382	99213
1660	70426	99173
1661	70466	99128
